,acc,bal_acc,roc,eq_loss,eod,spd
0,0.6606648199445984,0.6663243557450107,0.7244758767680681,-0.0038155800631453074,0.18450963411993937,0.21507139441142314
1,0.6662049861495845,0.6529471032745592,0.7110521216818446,-0.025282731765749134,0.04410256410256408,0.05695966599567581
2,0.6634349030470914,0.6680062003487697,0.7213059484596009,-0.01899599601685731,0.04405043775122508,0.09043645419196994
3,0.6648199445983379,0.6713995786081675,0.718627997769102,0.028756653009324173,-0.13392958869773264,-0.07132106659706816
4,0.6907073509015257,0.6861616161616162,0.7232206682206682,-0.009338813509722321,-0.018890200708382543,0.04499604770251231
5,0.6407766990291263,0.6431895881895882,0.682027972027972,-0.0031862541620325535,0.015475152571926776,0.06570454268663989
6,0.6504854368932039,0.6473387723387724,0.715073815073815,0.035631631957985466,-0.060101335274193035,0.0014015231647980242
7,0.6768377253814147,0.6796037296037296,0.7352136752136752,0.035936844072512075,0.06729605422415874,0.13726478494623656
8,0.6629680998613038,0.6678049728049729,0.7251864801864802,0.01249612646329712,0.06416703967982307,0.1171622983870968
9,0.6588072122052705,0.660982905982906,0.7017171717171717,0.020165664974832742,-0.13751840449738983,-0.18500486854917236
