,acc,bal_acc,roc,eq_loss,eod,spd
0,0.6717451523545707,0.6646812633210618,0.7234373183491573,-0.0192816572692176,0.14405174280147226,0.1821069891371182
1,0.6703601108033241,0.6489130013563262,0.7193412129432282,-0.025274772496331477,0.10075573549257755,0.10784727917360448
2,0.6662049861495845,0.6710831234256927,0.7130091067622554,-0.02234485390847274,0.16428060128847533,0.25856961859408456
3,0.6772853185595568,0.6759853132552519,0.7131553262688233,0.021760801929658458,0.08596331320496753,0.1776240810822567
4,0.6726768377253814,0.6725058275058275,0.7338461538461538,0.008880906654178955,0.08677685950413228,0.18232120149843634
5,0.6477115117891817,0.6426068376068377,0.6863869463869464,-0.021442486618723167,0.1534437663469922,0.20898794300328832
6,0.6407766990291263,0.6448445998445997,0.7152447552447553,0.03484922193855822,0.14531254373932756,0.21147133488470493
7,0.6782246879334258,0.6747979797979797,0.7213403263403264,0.011662548529335792,0.16436698136044547,0.25247815860215056
8,0.6615811373092927,0.6654390054390055,0.7229448329448329,0.014353347188659438,0.17641328102372367,0.2353578629032258
9,0.6504854368932039,0.648993783993784,0.7073815073815075,0.03336448680785453,-0.14902958104671404,-0.20405199952168646
